Entrance Description,Routes,Entrance Latitude,Entrance Longitude
25th St - 4th Ave & 25th St (SW),R,40.660489,-73.99822
25th St - 4th Ave & 25th St (SE),R,40.660323,-73.997952
36th St - 4th Ave & 36th St (NW),"N,R",40.654676,-74.004306
36th St - 4th Ave & 36th St (NE),"N,R",40.654365,-74.004113
36th St - 4th Ave & 36th St (NW),"N,R",40.65449,-74.004499
45th St - 4th Ave & 45th St (NE),R,40.649389,-74.009333
45th St - 4th Ave & 45th St (NW),R,40.649424,-74.009728
45th St - 4th Ave & 45th St (NE),R,40.649265,-74.009457
45th St - 4th Ave & 45th St (NW),R,40.649546,-74.009602
53rd St - 4th Ave & 53rd St (SW),R,40.644756,-74.014586
53rd St - 4th Ave & 53rd St (SW),R,40.644653,-74.01469
53rd St - 4th Ave & 53rd St (SE),R,40.644493,-74.014419
53rd St - 4th Ave & 53rd St (SE),R,40.644601,-74.014309
53rd St - 4th Ave & 52nd St (NW),R,40.645619,-74.013688
59th St - 4th Ave & 59th St (NW),"N,R",40.641606,-74.017897
59th St - 4th Ave & 59th St (NE),"N,R",40.641435,-74.017561
59th St - 4th Ave & 59th St (NW),"N,R",40.641778,-74.017722
59th St - 4th Ave & 59th St (NE),"N,R",40.641633,-74.017362
59th St - 4th Ave & 60th St (SW),"N,R",40.640682,-74.018857
59th St - 4th Ave & 60th St (SE),"N,R",40.640501,-74.018531
77th St - 4th Ave & 77th St (NW),R,40.62955,-74.025731
77th St - 4th Ave & 77th St (NE),R,40.629503,-74.025452
77th St - 4th Ave & 76th St (NW),R,40.630221,-74.025459
86th St - 4th Ave & 86th St (SE),R,40.622583,-74.028315
86th St - 4th Ave & 86th St (SW),R,40.622656,-74.028547
86th St - 4th Ave & 85th St (SW),R,40.623498,-74.028204
95th St - 4th Ave & 95th St (SW),R,40.616021,-74.031383
95th St - 5th Ave & 95th St (NE),R,40.615893,-74.03086
95th St - 4th Ave & 95th St (NW),R,40.616189,-74.031234
95th St - 4th Ave & 93th St (SW),R,40.617587,-74.030696
95th St - 4th Ave & 93th St (NE),R,40.617363,-74.030404
9th St - 4th Ave & 9th St (NE),"F,G,R",40.670387,-73.98848
9th St - 4th Ave & 9th St (NW),"F,G,R",40.670538,-73.988778
Atlantic Av-Barclays Ctr - 4th Ave & Pacific St (NE),"B,Q,D,N,R,2,3,4.0,5.0",40.683805,-73.978487
Bay Ridge Av - 4th Ave & Bay Ridge Ave (NW),R,40.634827,-74.02358
Bay Ridge Av - 4th Ave & Bay Ridge Ave (NE),R,40.634768,-74.023339
Bay Ridge Av - 4th Ave & 68th St (NW),R,40.635468,-74.023313
DeKalb Av - Flatbush Ave & De Kalb Ave (SE),"B,Q,R",40.689804,-73.981164
DeKalb Av - Flatbush Ave & De Kalb Ave (SW),"B,Q,R",40.68981,-73.981651
DeKalb Av - Flatbush Ave & De Kalb Ave (SE),"B,Q,R",40.689817,-73.981082
DeKalb Av - Flatbush Ave & De Kalb Ave (SE),"B,Q,R",40.68974,-73.981156
DeKalb Av - Flatbush Ave & Fleet St (NW),"B,Q,R",40.69154,-73.982565
DeKalb Av - Flatbush Ave & Fleet St (NE),"B,Q,R",40.691562,-73.982048
Pacific St - 4th Ave & Pacific St (NW),"B,Q,D,N,R,2,3,4.0,5.0",40.683905,-73.978879
Pacific St - 4th Ave & Pacific St (NE),"B,Q,D,N,R,2,3,4.0,5.0",40.683928,-73.978412
Prospect Av - 4th Ave & Prospect Ave (NE),R,40.665299,-73.992729
Prospect Av - 4th Ave & Prospect Ave (SW),R,40.665058,-73.993002
Prospect Av - 4th Ave & Prospect Ave (SE),R,40.665269,-73.993245
Union St - 4th Ave & Union St (SE),R,40.677171,-73.98302
Union St - 4th Ave & Union St (SE),R,40.677001,-73.983133
Union St - 4th Ave & Union St (SW),R,40.677279,-73.983327
Union St - 4th Ave & Union St (SW),R,40.677135,-73.983416
30 Av-Grand Av - 31st St & 30th Ave (SE),"N,Q",40.7667,-73.921406
30 Av-Grand Av - 31st St & 30th Ave (NE),"N,Q",40.766963,-73.921192
30 Av-Grand Av - 31st St & 30th Ave (SW),"N,Q",40.766787,-73.921629
30 Av-Grand Av - 31st St & 30th Ave (NW),"N,Q",40.767052,-73.921409
36 Av-Washington Av - 31st St & 36th Ave (SE),"N,Q",40.756379,-73.929766
36 Av-Washington Av - 31st St & 36th Ave (SW),"N,Q",40.756478,-73.929993
36 Av-Washington Av - 31st St & 36th Ave (NW),"N,Q",40.756796,-73.92974
39 Av-Beebe Av - 31st St & 39th Ave (SE),"N,Q",40.752491,-73.932936
39 Av-Beebe Av - 31st St & 39th Ave (NW),"N,Q",40.752901,-73.932903
Astoria Blvd-Hoyt Av - 31st St & Hoyt Ave South (SE),"N,Q",40.77017,-73.917755
Astoria Blvd-Hoyt Av - 31st St & Hoyt Ave North (NE),"N,Q",40.77087,-73.916935
Astoria Blvd-Hoyt Av - 31st St & Hoyt Ave North (NW),"N,Q",40.771009,-73.917167
Astoria Blvd-Hoyt Av - 31st St & Hoyt Ave South (SW),"N,Q",40.770313,-73.917978
Broadway - 31st St & Broadway (NW),"N,Q",40.762217,-73.925349
Broadway - 31st St & Broadway (SE),"N,Q",40.761773,-73.925399
Broadway - 31st St & Broadway (SW),"N,Q",40.76188,-73.925638
Ditmars Blvd - 31st St & 23rd Ave (NW),"N,Q",40.774938,-73.912337
Ditmars Blvd - 31st St & 23rd Ave (NE),"N,Q",40.775025,-73.911891
Ditmars Blvd - 31st St & 23rd Ave (NE),"N,Q",40.77481,-73.912151
Ditmars Blvd - 31st St & 23rd Ave (NW),"N,Q",40.775149,-73.912074
7th Av - Carlton Ave & Park Pl (SE),"B,Q",40.677324,-73.972212
7th Av - Flatbush Ave & Park Pl (SW),"B,Q",40.677365,-73.972788
Atlantic Av - Ashland Pl & Hanson Pl (NE),"B,Q,D,N,R,2,3,4.0,5.0",40.685222,-73.977628
Av H - 16th St & Avenue H (SW),"B,Q",40.62993,-73.961477
Av H - 15th St & Avenue H (SE),"B,Q",40.629884,-73.961882
Av J - 15th St & Avenue J (NE),"B,Q",40.625307,-73.960969
Av J - East 16 St & Avenue J (NW),"B,Q",40.625363,-73.960654
Av J - 15th St & Avenue J (SE),"B,Q",40.62513,-73.960792
Av M - 15th St & Avenue M (SE),"B,Q",40.617928,-73.959454
Av M - East 16 St & Avenue M (NW),"B,Q",40.61814,-73.95946
Av U - 15th St & Avenue U (SE),"B,Q",40.598991,-73.955828
Beverly Rd - Marlborough Rd & Beverly Rd (SE),"B,Q",40.644272,-73.964528
Brighton Beach - Branch 6 St & Brighton Beach Rd (NW),"B,Q",40.577618,-73.961994
Brighton Beach - Branch 7 St & Brighton Beach Rd (SE),"B,Q",40.577697,-73.960438
Brighton Beach - Branch 7 St & Brighton Beach Rd (SE),"B,Q",40.577746,-73.960231
Brighton Beach - Branch 7 St & Brighton Beach Rd (NE),"B,Q",40.577931,-73.960524
Brighton Beach -  &  (),"B,Q",40.577986,-73.960258
Brighton Beach - Branch 6 St & Brighton Beach Rd (NW),"B,Q",40.577656,-73.961792
Brighton Beach - Branch 6 St & Brighton Beach Rd (SW),"B,Q",40.577387,-73.961912
Brighton Beach - Branch 6 St & Brighton Beach Rd (SW),"B,Q",40.577425,-73.961719
Church Av - 18th St & Church Ave (NW),"B,Q",40.649427,-73.963356
Church Av - St. Pauls Pl & Caton Ave (SE),"B,Q",40.651482,-73.962732
Cortelyou Rd - Marlborough Rd & Cortelyou Rd (SE),"B,Q",40.641314,-73.963996
Kings Highway - 15th St & Kings Hwy (NE),"B,Q",40.609062,-73.957808
Kings Highway - 15th St & Kings Hwy (SE),"B,Q",40.608835,-73.957769
Kings Highway -  &  (W),"B,Q",40.608319,-73.957352
Neck Rd - 15th St & Gravesend Neck Rd (NE),"B,Q",40.59502,-73.95512
Newkirk Av - Marlborough Rd & Newkirk Ave (SE),"B,Q",40.635034,-73.962736
Ocean Parkway - Ocean Pkwy & Brighton Beach Rd (SE),Q,40.576209,-73.967875
Ocean Parkway - Ocean Pkwy & Brighton Beach Rd (NW),Q,40.576507,-73.969445
Ocean Parkway - Ocean Pkwy & Brighton Beach Rd (SE),Q,40.576234,-73.967561
Ocean Parkway - Ocean Pkwy & Brighton Beach Rd (NE),Q,40.576423,-73.967894
Ocean Parkway - Ocean Pkwy & Brighton Beach Rd (NE),Q,40.576445,-73.967591
Ocean Parkway - Ocean Pkwy & Brighton Beach Rd (NW),Q,40.576487,-73.969243
Parkside Av - Ocean Ave & Parkside Ave (NE),"B,Q",40.655221,-73.961516
Parkside Av - Ocean Ave & Woodruff Ave (NW),"B,Q",40.654251,-73.961909
Prospect Park - Ocean Ave & Lincoln Rd (NE),"B,Q,FS",40.660792,-73.962109
Prospect Park - Flatbush Ave & Empire Blvd (SW),"B,Q,FS",40.662482,-73.962285
Prospect Park - Flatbush Ave & Empire Blvd (SW),"B,Q,FS",40.662727,-73.962249
Sheepshead Bay - 15th St & Sheepshead Bay Rd (SE),"B,Q",40.587302,-73.954224
Sheepshead Bay - 14th St & Voorhies Ave (NE),"B,Q",40.585734,-73.954371
Stillwell Av - Stillwell Ave & Surf Ave (NE),"D,F,N,Q",40.576241,-73.981077
West 8th St -  &  (),"F,Q",40.575752,-73.97674
West 8th St -  &  (),"F,Q",40.576464,-73.974862
23rd St - Broadway & 23rd St (SE),"N,R",40.74108,-73.989083
23rd St - Broadway & 23rd St (SE),"N,R",40.741111,-73.98892
23rd St - Broadway & 23rd St (NE),"N,R",40.741378,-73.988895
23rd St - Broadway & 23rd St (NE),"N,R",40.741539,-73.988989
23rd St - Broadway & 22nd St (NE),"N,R",40.740643,-73.989217
23rd St - 5th Ave & 22nd St (NE),"N,R",40.741208,-73.989639
23rd St - Broadway & 23rd St (NW),"N,R",40.741913,-73.989428
23rd St - Broadway & 22nd St (NW),"N,R",40.740758,-73.989632
28th St - Broadway & 28th St (SE),"N,R",40.745089,-73.988472
28th St - Broadway & 28th St (NE),"N,R",40.745299,-73.988579
28th St - Broadway & 28th St (SW),"N,R",40.745281,-73.988923
28th St - Broadway & 28th St (NW),"N,R",40.745488,-73.98901
34th St - 6th Ave & 34th St (SE),"B,D,F,M,N,Q,R",40.74959,-73.98762
34th St - 6th Ave & 34th St (NE),"B,D,F,M,N,Q,R",40.749891,-73.987495
34th St - Broadway & 32nd St (NE),"B,D,F,M,N,Q,R",40.748294,-73.987976
34th St - Broadway & 32nd St (NW),"B,D,F,M,N,Q,R",40.748477,-73.988288
49th St - 7th Ave & 49th St (SW),"N,Q,R",40.760486,-73.983974
49th St - 7th Ave & 49th St (SE),"N,Q,R",40.760297,-73.983567
49th St - 7th Ave & 47th St (NW),"N,Q,R",40.759384,-73.984709
49th St - Broadway & 47th St (NE),"N,Q,R",40.759513,-73.984884
49th St - 7th Ave & 47th St (SE),"N,Q,R",40.75903,-73.984412
49th St - 7th Ave & 49th St (NE),"N,Q,R",40.760454,-73.983388
49th St - 7th Ave & 49th St (NW),"N,Q,R",40.760621,-73.983904
57th St - 7th Ave & 57th St (SE),"N,Q,R",40.765298,-73.980033
57th St - 7th Ave & 55th St (NW),"N,Q,R",40.764377,-73.981167
57th St - 7th Ave & 57th St (NW),"N,Q,R",40.765796,-73.980012
57th St - 7th Ave & 55th St (NE),"N,Q,R",40.764179,-73.980683
57th St - 7th Ave & 57th St (NE),"N,Q,R",40.765639,-73.979764
57th St - 7th Ave & 55th St (SW),"N,Q,R",40.764258,-73.981278
57th St - 7th Ave & 55th St (SE),"N,Q,R",40.764057,-73.980803
57th St - 7th Ave & 57th St (SW),"N,Q,R",40.765365,-73.980341
5th Av - 5th Ave & 60th St (NE),"N,Q,R",40.764849,-73.972306
5th Av - 5th Ave & 60th St (SE),"N,Q,R",40.764728,-73.972396
5th Av - 5th Ave & 60th St (NW),"N,Q,R",40.765156,-73.972501
5th Av - Grand Army Plaza & Central Park South (NE),"N,Q,R",40.764859,-73.973998
5th Av - Grand Army Plaza & Central Park South (NE),"N,Q,R",40.764935,-73.974191
5th Av - Grand Army Plaza & Central Park South (SW),"N,Q,R",40.764599,-73.974228
5th Av - 5th Ave & 60th St (SE),"N,Q,R",40.764657,-73.972229
8th St - Broadway & 8th Ave (NW),"N,R",40.730716,-73.992517
8th St - Broadway & 8th Ave (SW),"N,R",40.730592,-73.99262
8th St - Broadway & 8th Ave (SW),"N,R",40.730642,-73.992737
8th St - Broadway & Waverly Pl (NE),"N,R",40.729678,-73.993051
8th St - Broadway & 8th Ave (NE),"N,R",40.730578,-73.992216
8th St - Broadway & 8th Ave (SE),"N,R",40.730477,-73.992286
8th St - Broadway & Waverly Pl (NW),"N,R",40.729778,-73.993262
8th St - Broadway & 8th Ave (NW),"N,R",40.730773,-73.992641
Canal St (UL) - Broadway & Canal St (SE),"J,N,Q,R,Z,6",40.719166,-74.001774
Canal St (UL) - Broadway & Canal St (NE),"J,N,Q,R,Z,6",40.719498,-74.001606
Canal St (UL) - Broadway & Canal St (SW),"J,N,Q,R,Z,6",40.71946,-74.002236
Canal St (UL) - Broadway & Canal St (SW),"J,N,Q,R,Z,6",40.719408,-74.002158
Canal St (UL) - Broadway & Canal St (NW),"J,N,Q,R,Z,6",40.71966,-74.002019
Canal St (UL) - Broadway & Canal St (NW),"J,N,Q,R,Z,6",40.719585,-74.00193
Canal St (UL) - Broadway & Canal St (SE),"J,N,Q,R,Z,6",40.719218,-74.00185
City Hall - Broadway & Warren St (NE),R,40.713437,-74.00676
City Hall - Broadway & Warren St (SE),R,40.71311,-74.007045
City Hall - Broadway & Warren St (SE),R,40.713521,-74.006697
Cortlandt St - Church St & Dey St (SE),R,40.711065,-74.010644
Cortlandt St - Church St & Cortlandt St (NE),R,40.710435,-74.011066
Cortlandt St - Church St & Cortlandt St (SE),R,40.710201,-74.011198
Cortlandt St - Church St & Dey St (NE),R,40.710871,-74.010767
Court St - Clinton St & Montague St (NW),"R,2,3,4,5",40.694416,-73.992619
Court St - Clinton St & Montague St (SW),"R,2,3,4,5",40.694232,-73.992635
Court St - Clinton St & Montague St (NW),"R,2,3,4,5",40.694475,-73.99283
Lawrence St - Lawrence St & Willoughby St (NE),"A,C,F,R",40.692052,-73.986191
Lawrence St - Bridge St & Willoughby St (SE),"A,C,F,R",40.69198,-73.98519
Lawrence St - Bridge St & Willoughby St (NE),"A,C,F,R",40.692315,-73.985172
Lawrence St - Lawrence St & Willoughby St (NE),"A,C,F,R",40.692359,-73.986181
Lawrence St - Bridge St & Willoughby St (SW),"A,C,F,R",40.692031,-73.985395
Lawrence St - Lawrence St & Willoughby St (SE),"A,C,F,R",40.692114,-73.986107
Lawrence St - Lawrence St & Willoughby St (SE),"A,C,F,R",40.692258,-73.986114
Lexington Av - 3rd Ave & 60th St (SE),"N,Q,R,4,5,6",40.761996,-73.966105
Lexington Av - 3rd Ave & 60th St (NE),"N,Q,R,4,5,6",40.762255,-73.965918
Lexington Av - 3rd Ave & 60th St (NW),"N,Q,R,4,5,6",40.762353,-73.966155
Lexington Av - 3rd Ave & 60th St (SW),"N,Q,R,4,5,6",40.762092,-73.96634
Prince St - Broadway & Prince St (SE),"N,R",40.724124,-73.997686
Prince St - Broadway & Prince St (NE),"N,R",40.72422,-73.997633
Prince St - Broadway & Prince St (SW),"N,R",40.72426,-73.997957
Prince St - Broadway & Prince St (NW),"N,R",40.724344,-73.997875
Rector St - Trinity Pl & Rector St (SE),R,40.707647,-74.012924
Rector St - Trinity Pl & Rector St (NE),R,40.707902,-74.012774
Rector St - Trinity Pl & Rector St (NE),R,40.708028,-74.012696
Rector St - Greenwich St & Morris St (NE),R,40.706345,-74.014
Rector St - Trinity Pl & Rector St (SW),R,40.707495,-74.013273
Rector St - Trinity Pl & Rector St (SW),R,40.707659,-74.013166
Rector St - Trinity Pl & Rector St (NW),R,40.70795,-74.012963
Rector St - Trinity Pl & Rector St (NW),R,40.708083,-74.012863
Rector St - Trinity Pl & Exchange Alley (NW),R,40.707225,-74.013454
Times Square-42nd St - Broadway & 40th St (SE),"A,C,E,N,Q,R,S,1.0,2.0,3.0,7.0",40.754172,-73.98668
Times Square-42nd St - Broadway & 40th St (SW),"A,C,E,N,Q,R,S,1.0,2.0,3.0,7.0",40.754335,-73.987097
Times Square-42nd St - Broadway & 40th St (NE),"A,C,E,N,Q,R,S,1.0,2.0,3.0,7.0",40.754301,-73.986623
Times Square-42nd St - Broadway & 40th St (NW),"A,C,E,N,Q,R,S,1.0,2.0,3.0,7.0",40.754507,-73.987108
Union Square - Broadway & 14th St (NE),"L,N,Q,R,4,5,6",40.735278,-73.991058
Union Square - Broadway & 16th St (SE),"L,N,Q,R,4,5,6",40.736339,-73.990603
Union Square - Broadway & 16th St (NE),"L,N,Q,R,4,5,6",40.736523,-73.990447
Union Square - 4th Ave & 15th St (SW),"L,N,Q,R,4,5,6",40.735311,-73.990265
Whitehall St -  &  (),"R,1",40.704015,-74.013284
Whitehall St -  &  (),"R,1",40.702108,-74.012642
Whitehall St -  &  (),"R,1",40.701938,-74.012588
Whitehall St -  &  (),"R,1",40.704114,-74.013
Whitehall St -  &  (),"R,1",40.704096,-74.013293
104th St-102nd St - 104th St & Jamaica Ave (SE),"J,Z",40.695033,-73.843298
104th St-102nd St - 104th St & Jamaica Ave (NE),"J,Z",40.695267,-73.843223
111th St - 111th St & Jamaica Blvd (SE),J,40.697055,-73.837156
111th St - 111th St & Jamaica Blvd (NE),J,40.696771,-73.837042
121st St - 121st St & Jamaica Ave (NW),"J,Z",40.70052,-73.829231
121st St - 123rd St & Jamaica Ave (SE),"J,Z",40.700596,-73.827239
121st St - 123rd St & Jamaica Ave (NW),"J,Z",40.700808,-73.82739
121st St - 121st St & Jamaica Ave (SW),"J,Z",40.700254,-73.829332
Alabama Av -  &  (),J,40.676803,-73.89951
Alabama Av -  &  (),J,40.676755,-73.899834
Chauncey St - Moffat St & Broadway (SW),"J,Z",40.683417,-73.911242
Chauncey St - Moffat St & Broadway (NW),"J,Z",40.683313,-73.911334
Cleveland St - Cleveland St & Fulton St (NW),J,40.679656,-73.885731
Cleveland St - Cleveland &  (SW),J,40.67953,-73.885716
Crescent St - Pine St & Fulton St (NE),"J,Z",40.683588,-73.8726
Crescent St - Pine St & Fulton St (SE),"J,Z",40.683478,-73.872548
Cypress Hills - Crescent St & Jamaica Ave (NE),J,40.689596,-73.873555
Cypress Hills - Autumn Ave & Jamaica Ave (SE),J,40.690142,-73.87163
Cypress Hills - Crescent St & Jamaica Ave (SE),J,40.68947,-73.873449
Elderts Lane-75th St - 75th St & Jamaica (SE),"J,Z",40.691285,-73.866425
Elderts Lane-75th St - 75th St & Jamaica (NW),"J,Z",40.691479,-73.86661
Flushing Av - Flushing Ave & Broadway (NW),"J,M",40.700847,-73.94171
Flushing Av - Flushing Ave & Broadway (SE),"J,M",40.700629,-73.941995
Flushing Av -  &  (),"J,M",40.70072,-73.941672
Flushing Av - Flushing Ave & Broadway (SE),"J,M",40.700634,-73.942173
Forest Parkway-85th St - 85th St & Jamaica Ave (NE),J,40.692666,-73.859098
Forest Parkway-85th St - 85th St & Jamaica Ave (SE),J,40.692381,-73.858975
Gates Av - Linden St & Broadway (NW),"J,Z",40.690142,-73.923062
Gates Av - Linden St & Broadway (SW),"J,Z",40.69003,-73.923161
Halsey St - Weirfield St & Broadway (SE),J,40.685847,-73.915807
Halsey St - Weirfield St & Broadway (NE),J,40.685946,-73.915713
Hewes St - Hooper St & Broadway (NW),"J,M",40.707248,-73.954326
Hewes St - Hooper St & Broadway (SW),"J,M",40.707117,-73.95437
Kosciusko St - Patchen Ave & Broadway (SW),J,40.692929,-73.92794
Kosciusko St - Patchen Ave & Broadway (NE),J,40.69293,-73.928257
Lorimer St - Lorimer St & Broadway (NW),"J,M",40.703454,-73.946536
Lorimer St - Moore St & Broadway (NW),"J,M",40.704396,-73.948223
Lorimer St - Moore St & Broadway (SW),"J,M",40.704279,-73.948324
Lorimer St - Lorimer St & Broadway (SW),"J,M",40.703321,-73.946613
Marcy Av - Havemeyer St & Broadway (SE),"J,M,Z",40.708681,-73.958927
Marcy Av - Marcy Ave & Broadway (SW),"J,M,Z",40.708403,-73.958124
Marcy Av - Marcy Ave & Broadway (SE),"J,M,Z",40.708271,-73.957749
Marcy Av - Havemeyer St & Broadway (NE),"J,M,Z",40.708788,-73.958826
Marcy Av - Marcy Ave & Broadway (SW),"J,M,Z",40.708293,-73.958044
Marcy Av - Marcy Ave & Broadway (NW),"J,M,Z",40.708529,-73.958048
Marcy Av - Marcy Ave & Broadway (NE),"J,M,Z",40.708409,-73.957689
Marcy Av - Marcy Ave & Broadway (NW),"J,M,Z",40.708565,-73.957893
Myrtle Av - Broadway & Myrtle Ave (NW),"J,M,Z",40.696893,-73.935461
Myrtle Av - Broadway & Myrtle Ave (SW),"J,M,Z",40.696987,-73.935559
Norwood Av - Norwood Ave & Fulton St (NE),"J,Z",40.681757,-73.879007
Norwood Av - Norwood &  (SE),"J,Z",40.681643,-73.878984
Van Siclen Av - Van Siclen &  (SE),"J,Z",40.677864,-73.891566
Van Siclen Av - Van Siclen Ave & Fulton St (SW),"J,Z",40.677847,-73.891711
Woodhaven Blvd - Woodhaven Blvd & Jamaica Ave (SW),"J,Z",40.693451,-73.852556
Woodhaven Blvd - Woodhaven Blvd & Jamaica Ave (NW),"J,Z",40.693563,-73.852608
Woodhaven Blvd - 95th St & Jamaica Ave (SW),"J,Z",40.694077,-73.850476
1st Av - 1st Ave & 14th St (SE),L,40.731118,-73.982563
1st Av - 1st Ave & 14th St (SE),L,40.73105,-73.982625
1st Av - 1st Ave & 14th St (NE),L,40.731483,-73.982145
1st Av - 1st Ave & 14th St (NE),L,40.731397,-73.982112
3rd Av - 3rd Ave & 14th St (SE),L,40.732961,-73.986657
3rd Av - 3rd Ave & 14th St (NE),L,40.733277,-73.986931
3rd Av - 3rd Ave & 14th St (NE),L,40.733122,-73.986548
3rd Av - 3rd Ave & 14th St (SE),L,40.733134,-73.987041
6th Av - 6th Ave & 14th St (SE),"F,L,M,1,2,3",40.737149,-73.996578
6th Av - 6th Ave & 14th St (SE),"F,L,M,1,2,3",40.737197,-73.996704
8th Av - 8th Ave & 14th St (SW),"A,C,E,L",40.739734,-74.002804
8th Av - 8th Ave & 14th St (SE),"A,C,E,L",40.73955,-74.002389
Atlantic Av - Snediker Ave & New York Ave (SW),L,40.67538,-73.902612
Atlantic Av - Snediker Ave & New York Ave (SW),L,40.675607,-73.902672
Atlantic Av - Snediker Ave & New York Ave (SW),L,40.675609,-73.902767
Bedford Av - Bedford Ave & N 7th St (SE),L,40.717714,-73.957695
Bedford Av - Driggs Ave & N 7th St (NE),L,40.716991,-73.956257
Bedford Av - Driggs Ave & N 7th St (SE),L,40.716888,-73.956367
Bedford Av - Bedford Ave & N 7th St (NE),L,40.717821,-73.957568
Bushwick Av - De Sales Pl & Bushwick Ave (NW),L,40.6823,-73.905149
Canarsie - Rockaway Parkway - Glenwood Rd & E 98th St (NW),L,40.645806,-73.901414
Canarsie - Rockaway Parkway - Glenwood Rd & Rockaway Pkwy (NW),L,40.64556,-73.902524
DeKalb Av - Stanhope St & Wycoff Ave (SW),L,40.703353,-73.917957
DeKalb Av - Stanhope St & Wycoff Ave (SE),L,40.703248,-73.91772
DeKalb Av - Stanhope St & Wycoff Ave (NW),L,40.70354,-73.917771
DeKalb Av - Stanhope St & Wycoff Ave (NE),L,40.703461,-73.917606
DeKalb Av - DeKalb Ave & Wycoff Ave (NW),L,40.70448,-73.919184
DeKalb Av - DeKalb Ave & Wycoff Ave (SW),L,40.704326,-73.919452
DeKalb Av - DeKalb Ave & Wycoff Ave (NE),L,40.704379,-73.919026
DeKalb Av - DeKalb Ave & Wycoff Ave (SE),L,40.704153,-73.919273
East 105th St - Turnbull Ave & E 105th St (SE),L,40.651278,-73.898862
East 105th St - Turnbull Ave & E 105th St (SE),L,40.651462,-73.899191
Graham Av - Graham Ave & Metropolitan Ave (SW),L,40.714613,-73.94457
Graham Av - Graham Ave & Metropolitan Ave (NW),L,40.714433,-73.944546
Graham Av - Graham Ave & Metropolitan Ave (SE),L,40.714439,-73.94419
Graham Av - Graham Ave & Metropolitan Ave (NE),L,40.714661,-73.944287
Grand St - Grand St & Bushwick Ave (SE),L,40.712182,-73.940668
Grand St - Grand St & Bushwick Ave (NE),L,40.712017,-73.940976
Grand St - Grand St & Bushwick Ave (NW),L,40.711791,-73.940742
Grand St - Grand St & Bushwick Ave (SW),L,40.711912,-73.940433
Halsey St - Halsey St & Wycoff Ave (SE),L,40.69599,-73.905265
Halsey St - Halsey St & Wycoff Ave (SW),L,40.695871,-73.905143
Halsey St - George St & Wycoff Ave (NW),L,40.696069,-73.904665
Halsey St - George St & Wycoff Ave (NE),L,40.696094,-73.90443
Halsey St - Norman St & Wycoff Ave (NE),L,40.695186,-73.903065
Halsey St - Covert St & Wycoff Ave (NW),L,40.695201,-73.903764
Jefferson St - Starr St & Wyckoff Ave (SE),L,40.705943,-73.922036
Jefferson St - Starr St & Wyckoff Ave (NE),L,40.706228,-73.92191
Jefferson St - Starr St & Wyckoff Ave (SW),L,40.706082,-73.9223
Jefferson St - Starr St & Wyckoff Ave (NW),L,40.70632,-73.922062
Jefferson St - Jefferson St & Wyckoff Ave (NW),L,40.707229,-73.923725
Jefferson St - Jefferson St & Wyckoff Ave (SW),L,40.707071,-73.923877
Livonia Av - Van Sinderen Ave & Livonia Ave (SW),L,40.663742,-73.900522
Livonia Av - Van Sinderen Ave & Livonia Ave (SW),L,40.663749,-73.900482
Lorimer St - Lorimer St & Metropolitan Ave (SE),"G,L",40.713908,-73.949262
Lorimer St - Lorimer St & Metropolitan Ave (NE),"G,L",40.71421,-73.949313
Montrose Av - Montrose Ave & Bushwick Ave (SW),L,40.707723,-73.940044
Montrose Av - Montrose Ave & Bushwick Ave (NW),L,40.707819,-73.939749
Morgan Av - Morgan Ave & Harrison Pl (SE),L,40.706317,-73.931696
Morgan Av - Morgan Ave & Harrison Pl (SW),L,40.70621,-73.93196
Morgan Av - Bogart St & Harrison Pl (NW),L,40.706073,-73.933633
Myrtle Av - Palmetto St & Wycoff Ave (NW),"L,M",40.699814,-73.911295
Myrtle Av - Palmetto St & Wycoff Ave (NE),"L,M",40.699468,-73.910648
Myrtle Av - Palmetto St & Wycoff Ave (SE),"L,M",40.699807,-73.910999
New Lots Av - Van Sinderen Ave & New Lots Ave (SW),L,40.659041,-73.899409
Sutter Av - LIRR Bay Ridge Divide & Sutter Ave (NW),L,40.668527,-73.901765
Union Square - Broadway & 14th St (SW),"L,N,Q,R,4,5,6",40.734859,-73.991235
Union Square - Broadway & 14th St (SW),"L,N,Q,R,4,5,6",40.734755,-73.990991
Wilson Av - LIRR Bay Ridge Divide & Wilson Ave (NW),L,40.688805,-73.904741
Stillwell Av - Stillwell Ave & Mermaid Ave (SE),"D,F,N,Q",40.5769,-73.980846
West 8th St - 8th St & Surf Ave (NW),"F,Q",40.575499,-73.976873
West 8th St - 8th St & Surf Ave (NW),"F,Q",40.575929,-73.976747
Botanic Gardens - Franklin Ave & Eastern Pkwy (SW),"FS,2,3,4,5",40.670588,-73.959093
Franklin Av - Franklin Ave & Fulton St (SW),"A,FS",40.681051,-73.95584
Park Place - Franklin Ave & Park Pl (NW),FS,40.674516,-73.957932
Park Place - Franklin Ave & Park Pl (NW),FS,40.675208,-73.957591
Central Av - Myrtle Ave & Cedar St (NW),M,40.698033,-73.926371
Central Av - Myrtle Ave & Cedar St (SW),M,40.697876,-73.926525
Forest Av - Forest Ave & Myrtle Ave (NW),M,40.704729,-73.902243
Forest Av - Forest Ave & Myrtle Ave (SW),M,40.704443,-73.902389
Fresh Pond Rd - Fresh Pond Rd & 67th Ave (SE),M,40.705955,-73.896232
